  0.3030303030E-001  0.3030303030E-001  0.0000000000E+000
  0.3030303030E-001  0.6060606061E-001  0.0000000000E+000
  0.3030303030E-001  0.9090909091E-001  0.0000000000E+000
  0.3030303030E-001  0.1212121212E+000  0.0000000000E+000
  0.3030303030E-001  0.1515151515E+000  0.0000000000E+000
  0.3030303030E-001  0.1818181818E+000  0.0000000000E+000
  0.3030303030E-001  0.2121212121E+000  0.0000000000E+000
  0.3030303030E-001  0.2424242424E+000  0.0000000000E+000
  0.3030303030E-001  0.2727272727E+000  0.0000000000E+000
  0.3030303030E-001  0.3030303030E+000  0.0000000000E+000
  0.3030303030E-001  0.3333333333E+000  0.0000000000E+000
  0.3030303030E-001  0.3636363636E+000  0.0000000000E+000
  0.3030303030E-001  0.3939393939E+000  0.0000000000E+000
  0.3030303030E-001  0.4242424242E+000  0.0000000000E+000
  0.3030303030E-001  0.4545454545E+000  0.0000000000E+000
  0.3030303030E-001  0.4848484848E+000  0.0000000000E+000
  0.3030303030E-001  0.5151515152E+000  0.0000000000E+000
  0.3030303030E-001  0.5454545455E+000  0.0000000000E+000
  0.3030303030E-001  0.5757575758E+000  0.0000000000E+000
  0.3030303030E-001  0.6060606061E+000  0.0000000000E+000
  0.3030303030E-001  0.6363636364E+000  0.0000000000E+000
  0.3030303030E-001  0.6666666667E+000  0.0000000000E+000
  0.3030303030E-001  0.6969696970E+000  0.0000000000E+000
  0.3030303030E-001  0.7272727273E+000  0.0000000000E+000
  0.3030303030E-001  0.7575757576E+000  0.0000000000E+000
  0.3030303030E-001  0.7878787879E+000  0.0000000000E+000
  0.3030303030E-001  0.8181818182E+000  0.0000000000E+000
  0.3030303030E-001  0.8484848485E+000  0.0000000000E+000
  0.3030303030E-001  0.8787878788E+000  0.0000000000E+000
  0.3030303030E-001  0.9090909091E+000  0.0000000000E+000
  0.3030303030E-001  0.9393939394E+000  0.0000000000E+000
  0.3030303030E-001  0.9696969697E+000  0.0000000000E+000
  0.3030303030E-001  0.1000000000E+001  0.0000000000E+000

  0.6060606061E-001  0.3030303030E-001  0.0000000000E+000
  0.6060606061E-001  0.6060606061E-001  0.2497541041E-001
  0.6060606061E-001  0.9090909091E-001  0.4930311321E-001
  0.6060606061E-001  0.1212121212E+000  0.7274066175E-001
  0.6060606061E-001  0.1515151515E+000  0.9510943389E-001
  0.6060606061E-001  0.1818181818E+000  0.1162277271E+000
  0.6060606061E-001  0.2121212121E+000  0.1358776190E+000
  0.6060606061E-001  0.2424242424E+000  0.1540483533E+000
  0.6060606061E-001  0.2727272727E+000  0.1705552945E+000
  0.6060606061E-001  0.3030303030E+000  0.1853360830E+000
  0.6060606061E-001  0.3333333333E+000  0.1983396204E+000
  0.6060606061E-001  0.3636363636E+000  0.2094283456E+000
